-1.1346,0.042725,0.98648,-0.96727,-0.31134,-0.79138
-1.1165,0.042041,0.97069,-0.95178,-0.30636,-0.77871
-1.0982,0.041353,0.95481,-0.93622,-0.30134,-0.76597
-1.0799,0.040662,0.93885,-0.92057,-0.29631,-0.75317
-1.0614,0.039968,0.92283,-0.90485,-0.29125,-0.74031
-1.0429,0.039271,0.90673,-0.88907,-0.28617,-0.7274
-1.0243,0.038571,0.89057,-0.87323,-0.28107,-0.71444
-1.0057,0.037869,0.87437,-0.85734,-0.27596,-0.70144
-0.987,0.037165,0.85811,-0.8414,-0.27083,-0.6884
-0.96826,0.036459,0.84182,-0.82543,-0.26568,-0.67533
-0.94948,0.035752,0.8255,-0.80942,-0.26053,-0.66223
-0.93068,0.035044,0.80915,-0.79339,-0.25537,-0.64912
-0.91185,0.034335,0.79278,-0.77734,-0.25021,-0.63599
-0.893,0.033626,0.77639,-0.76127,-0.24504,-0.62284
-0.87416,0.032916,0.76001,-0.74521,-0.23986,-0.6097
-0.85531,0.032206,0.74362,-0.72914,-0.23469,-0.59655
-0.83647,0.031497,0.72724,-0.71308,-0.22952,-0.58341
-0.81765,0.030788,0.71088,-0.69703,-0.22436,-0.57028
-0.79885,0.03008,0.69454,-0.68101,-0.2192,-0.55717
-0.78009,0.029374,0.67822,-0.66501,-0.21405,-0.54409
-0.76136,0.028669,0.66194,-0.64905,-0.20891,-0.53103
-0.74269,0.027966,0.6457,-0.63313,-0.20379,-0.518
-0.72406,0.027264,0.62951,-0.61725,-0.19868,-0.50501
-0.70551,0.026566,0.61338,-0.60143,-0.19359,-0.49207
-0.68702,0.025869,0.59731,-0.58567,-0.18851,-0.47917
-0.66861,0.025176,0.5813,-0.56998,-0.18346,-0.46633
-0.65029,0.024486,0.56537,-0.55436,-0.17843,-0.45356
-0.63206,0.0238,0.54952,-0.53882,-0.17343,-0.44084
-0.61393,0.023117,0.53376,-0.52337,-0.16846,-0.4282
-0.59592,0.022439,0.5181,-0.50801,-0.16352,-0.41563
-0.57802,0.021765,0.50254,-0.49275,-0.1586,-0.40315
-0.56024,0.021096,0.48708,-0.4776,-0.15373,-0.39075
-0.5426,0.020431,0.47175,-0.46256,-0.14889,-0.37845
-0.5251,0.019772,0.45653,-0.44764,-0.14408,-0.36624
-0.50775,0.019119,0.44144,-0.43285,-0.13932,-0.35414
-0.49055,0.018472,0.42649,-0.41819,-0.1346,-0.34214
-0.47352,0.01783,0.41168,-0.40367,-0.12993,-0.33026
-0.45666,0.017195,0.39702,-0.38929,-0.1253,-0.3185
-0.43997,0.016567,0.38252,-0.37507,-0.12073,-0.30687
-0.42348,0.015946,0.36818,-0.36101,-0.1162,-0.29536
-0.40718,0.015332,0.35401,-0.34711,-0.11173,-0.28399
-0.39108,0.014726,0.34001,-0.33339,-0.10731,-0.27277
-0.37519,0.014128,0.3262,-0.31985,-0.10295,-0.26168
-0.35952,0.013538,0.31257,-0.30649,-0.09865,-0.25075
-0.34408,0.012956,0.29915,-0.29332,-0.094412,-0.23998
-0.32886,0.012383,0.28592,-0.28035,-0.090238,-0.22937
-0.31389,0.01182,0.27291,-0.26759,-0.086131,-0.21893
-0.29917,0.011265,0.26011,-0.25504,-0.082091,-0.20866
-0.28471,0.010721,0.24753,-0.24271,-0.078122,-0.19857
-0.27051,0.010186,0.23518,-0.2306,-0.074225,-0.18867
-0.25658,0.0096614,0.22307,-0.21873,-0.070403,-0.17896
-0.24293,0.0091474,0.21121,-0.20709,-0.066658,-0.16944
-0.22957,0.0086443,0.19959,-0.1957,-0.062992,-0.16012
-0.2165,0.0081523,0.18823,-0.18456,-0.059406,-0.151
-0.20374,0.0076716,0.17713,-0.17368,-0.055904,-0.1421
-0.19128,0.0072027,0.16631,-0.16307,-0.052487,-0.13341
-0.17915,0.0067458,0.15576,-0.15272,-0.049157,-0.12495
-0.16734,0.0063012,0.14549,-0.14266,-0.045917,-0.11672
-0.15587,0.0058691,0.13551,-0.13287,-0.042769,-0.10871
-0.14473,0.0054499,0.12583,-0.12338,-0.039714,-0.10095
-0.13395,0.0050438,0.11646,-0.11419,-0.036755,-0.093426
-0.12352,0.0046512,0.10739,-0.1053,-0.033894,-0.086153
-0.11346,0.0042723,0.098645,-0.096723,-0.031133,-0.079135
-0.10377,0.0039075,0.09022,-0.088463,-0.028474,-0.072377
-0.094462,0.0035569,0.082127,-0.080527,-0.02592,-0.065884
-0.08554,0.003221,0.07437,-0.072922,-0.023472,-0.059662
-0.077015,0.0029,0.066958,-0.065654,-0.021132,-0.053716
-0.068893,0.0025941,0.059897,-0.05873,-0.018904,-0.048051
-0.061182,0.0023038,0.053192,-0.052157,-0.016788,-0.042672
-0.05389,0.0020292,0.046853,-0.04594,-0.014787,-0.037586
-0.047024,0.0017707,0.040884,-0.040087,-0.012903,-0.032798
-0.040593,0.0015285,0.035292,-0.034605,-0.011138,-0.028312
-0.034604,0.001303,0.030085,-0.029499,-0.0094951,-0.024135
-0.029065,0.0010944,0.025269,-0.024777,-0.0079752,-0.020272
-0.023983,0.00090308,0.020851,-0.020445,-0.0065808,-0.016727
-0.019367,0.00072925,0.016838,-0.01651,-0.0053141,-0.013508
-0.015223,0.00057323,0.013235,-0.012978,-0.0041772,-0.010618
-0.011561,0.00043532,0.010051,-0.0098554,-0.0031722,-0.0080633
-0.0083866,0.0003158,0.0072915,-0.0071495,-0.0023012,-0.0058494
-0.0057087,0.00021496,0.0049633,-0.0048666,-0.0015664,-0.0039817
-0.0035347,0.0001331,0.0030732,-0.0030133,-0.00096991,-0.0024654
-0.0018725,7.0507e-05,0.001628,-0.0015963,-0.00051379,-0.001306
-0.0007296,2.7473e-05,0.00063433,-0.00062197,-0.0002002,-0.00050887
-0.00011388,4.288e-06,9.9006e-05,-9.7078e-05,-3.1247e-05,-7.9426e-05
